date,marketing_score,competition_index,customer_satisfaction,purchasing_power_index,weather_condition,store_traffic,public_transport,jPhone_Pro_revenue,Kaggle_Pixel_5_revenue,Planet_SX_revenue,tech_event_Major Launch,tech_event_Tech Show,day_of_week,month,year,city_Bordeaux,city_Fort_de_France,city_Lille,city_Lyon,city_Marseille,city_Paris,city_Rennes,city_Strasbourg,5g_phase_Early-5G,5g_phase_Mature-5G,5g_phase_Mid-5G,5g_phase_Pre-5G
2019-01-16,102.16,58.06,85.02,121.28,0,0.99,1,144247.98,69561.53,42187.04,False,False,16,1,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-01-17,102.33,58.87,85.02,121.36,0,0.04,3,148749.76,64985.08,45676.89,False,False,17,1,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-01-18,102.51,59.64,85.02,121.44,2,-0.15,1,166466.11,70991.68,41743.81,False,False,18,1,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-01-19,102.68,60.37,85.02,121.52,2,1.7,2,160048.72,33985.020000000004,43510.04,False,False,19,1,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-01-20,102.86,61.04,85.02,121.61,0,0.66,1,70835.83,72168.56,47420.35,False,False,20,1,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-01-21,103.03,61.66,85.02,121.69,2,0.26,1,70835.83,68539.78,39136.15,False,False,21,1,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-01-22,103.21,62.22,85.02,121.77,0,0.61,0,277262.66,33985.020000000004,34374.42,False,False,22,1,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-01-23,103.38,62.73,85.02,121.85,0,0.74,3,122244.09,80666.22,40845.75,False,False,23,1,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-01-24,103.55,63.17,85.03,121.93,0,0.49,3,147215.2,76436.1,38797.77,False,False,24,1,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-01-25,103.72,63.54,85.03,122.01,2,1.1,1,127026.59,73804.27,37291.07,False,False,25,1,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-01-26,103.89,63.85,85.03,122.09,2,0.28,3,181861.39,101127.56,18288.84,False,False,26,1,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-01-27,104.06,64.1,85.03,122.16,0,0.53,1,197084.49,82557.28,18288.84,False,False,27,1,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-01-28,104.22,64.27,85.03,122.24,2,-0.19,2,126436.35,63285.87,42620.37,False,False,28,1,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-01-29,104.39,64.38,85.03,122.32,2,0.47,2,126296.56,70055.97,38446.86,False,False,29,1,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-01-30,89.82,64.41,85.03,122.39,0,-0.15,1,157096.09,84089.94,47104.96,False,False,30,1,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-01-31,104.72,64.38,85.03,122.47,2,0.28,1,131734.15,79577.09,52269.4,False,False,31,1,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-01,104.88,64.27,85.04,122.54,0,1.8,3,144185.12,77497.67,47586.85,False,False,1,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-02,105.04,64.1,85.04,122.62,0,0.41,2,187338.94,102976.27,18288.84,False,False,2,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-03,105.2,63.85,85.04,122.69,1,0.45,0,180943.07,82639.54,63446.25,False,False,3,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-04,89.82,63.54,85.04,122.76,1,-0.1,3,153947.78,69053.65,52780.96,False,False,4,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-05,105.51,63.17,85.04,122.83,1,0.09,1,167544.99,65742.09,45225.74,False,False,5,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-06,105.67,62.73,85.05,122.9,0,-0.52,1,158032.08,33985.020000000004,96961.3,False,False,6,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-07,105.82,16.87,85.05,122.97,0,0.03,2,156630.4,78070.23,81381.08,False,False,7,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-08,105.97,61.66,85.05,123.04,2,0.19,2,163356.61,97892.19,77114.72,False,False,8,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-09,106.12,61.04,85.05,123.11,2,-0.52,3,199248.55,98318.92,50742.09,False,False,9,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-10,106.27,60.37,85.06,123.18,0,0.58,2,179186.38,87133.23,61045.88,False,False,10,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-11,106.41,59.64,85.06,123.24,2,0.61,0,162257.07,78095.1,38276.96,False,False,11,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-12,106.56,58.87,85.06,123.31,0,-0.02,0,137300.81,73776.46,42119.48,False,False,12,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-13,106.7,58.06,85.06,123.37,1,1.58,1,173461.81,73728.73,50968.94,False,False,13,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-14,106.84,57.21,85.06,123.44,0,0.67,1,143749.82,101976.28,43821.93,False,False,14,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-15,106.98,56.32,85.07,123.5,2,0.94,0,175566.69,92889.91,48429.02,False,False,15,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-16,107.12,55.4,85.07,123.56,0,0.76,0,174803.75,97109.85,43769.27,False,False,16,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-17,107.25,54.45,85.07,123.62,2,-0.0,0,70835.83,104857.35,42549.55,False,False,17,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-18,107.39,53.49,85.07,123.68,2,1.1,3,166683.25,87477.4,32176.48,False,False,18,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-19,107.52,52.5,85.08,123.73,0,0.02,1,155082.75,75465.02,35993.0,False,False,19,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-20,107.64,51.51,85.08,123.79,1,0.13,0,198499.0,86346.12,58514.45,False,False,20,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-21,107.77,50.5,85.08,123.85,2,0.95,0,168457.13,93567.1,55094.22,False,False,21,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-22,89.82,49.5,85.08,123.9,1,-0.07,2,200540.9,100055.04,50701.48,False,False,22,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-23,108.02,48.49,85.08,123.95,1,0.48,1,227679.33,98833.66,53713.0,False,False,23,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-24,108.14,47.5,85.09,124.01,2,0.39,3,214243.13,116906.88,56866.71,False,False,24,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-25,108.25,46.51,85.09,124.06,1,1.16,1,195060.63,100705.26,62163.25,False,True,25,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-26,108.37,45.55,85.09,124.11,0,0.34,1,161413.37,85909.95,49124.0,False,False,26,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-27,108.48,44.6,85.09,124.16,0,0.78,3,179285.38,98915.57,53417.23,False,False,27,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-02-28,108.59,43.68,85.1,124.2,0,0.38,2,174044.59,87478.49,54625.22,False,False,28,2,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-01,108.7,42.79,85.1,124.25,2,0.69,2,150684.51,98303.54,56903.06,False,False,1,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-02,108.81,41.94,85.1,124.29,2,0.14,3,216797.93,115031.19,61521.84,False,False,2,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-03,108.91,41.13,85.1,124.34,2,0.26,2,258441.73,33985.020000000004,64317.85,False,False,3,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-04,109.01,40.36,85.1,124.38,0,-0.08,3,160954.2,84393.11,45675.01,False,False,4,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-05,109.11,39.63,85.11,124.42,2,1.07,1,161549.29,88563.96,43163.73,False,False,5,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-06,109.2,38.96,85.11,124.46,2,0.1,0,194978.62,85121.71,57875.42,False,False,6,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-07,109.3,38.34,85.11,124.5,2,-0.38,2,194550.61,116354.77,60869.76,False,False,7,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-08,109.39,37.78,85.11,124.54,2,1.23,0,219161.6,84148.28,49821.32,False,False,8,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-09,109.48,37.27,85.12,124.57,0,0.82,1,183067.68,90955.08,64669.71,False,False,9,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-10,109.56,36.83,85.12,124.6,2,0.26,0,232302.74,115008.41,18288.84,False,False,10,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-11,109.64,36.46,85.12,124.64,0,0.14,1,181654.13,33985.020000000004,49563.39,False,False,11,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-12,109.72,36.15,85.12,124.67,1,1.04,3,184922.82,33985.020000000004,49491.19,False,False,12,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-13,109.8,35.9,85.12,124.7,2,0.7,2,70835.83,33985.020000000004,55744.88,False,False,13,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-14,109.87,35.73,85.13,124.73,2,0.8,3,212087.44,33985.020000000004,52135.49,False,False,14,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-15,109.95,35.62,85.13,124.76,0,0.67,2,206599.58,33985.020000000004,51200.87,False,False,15,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-16,110.02,35.59,85.13,124.78,1,-0.05,0,204218.13,33985.020000000004,68315.82,False,False,16,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-17,110.08,35.62,85.13,124.81,1,-0.67,0,246922.78,94061.69,54446.14,False,False,17,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-18,110.14,35.73,85.13,124.83,1,0.41,2,190774.0,102796.63,47153.72,False,False,18,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-19,110.21,35.9,85.14,124.85,2,1.63,2,181772.93,101090.7,52104.61,False,False,19,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-20,110.26,36.15,85.14,124.87,2,-0.02,2,194948.45,105500.11,55400.49,False,False,20,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-21,110.32,36.46,85.14,124.89,2,0.49,1,190659.46,94905.49,57444.22,False,False,21,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-22,110.37,36.83,85.14,124.91,0,0.12,1,213714.66,92845.73,65119.2,False,False,22,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-23,110.42,37.27,85.15,124.92,1,0.19,1,229233.58,120217.14,66343.09,False,False,23,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-24,110.47,37.78,85.15,124.94,2,0.26,2,70835.83,118316.13,66222.84,False,False,24,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-25,110.51,38.34,85.15,124.95,2,0.89,1,175658.52,97226.44,47523.57,False,False,25,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-26,110.55,38.96,85.15,124.96,2,-0.38,3,183283.36,99748.9,55898.24,False,False,26,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-27,110.59,39.63,85.15,124.97,2,0.4,0,216525.84,86697.83,52432.02,False,False,27,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-28,110.62,40.36,85.16,124.98,1,0.88,2,213806.13,98511.47,58131.83,False,False,28,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-29,110.65,41.13,85.16,124.99,1,0.85,2,190153.84,94046.9,58738.06,False,False,29,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-30,110.68,41.94,85.16,124.99,0,1.93,3,263914.69,101451.19,66573.46,False,False,30,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-03-31,110.71,42.79,85.16,125.0,2,1.35,3,223256.8,119502.65,53866.09,False,False,31,3,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-01,110.73,43.68,85.17,125.0,2,1.45,2,203763.32,91648.28,40196.28,False,False,1,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-02,110.75,44.6,85.17,125.0,1,0.87,3,70835.83,118002.94,52571.86,False,False,2,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-03,110.77,45.55,85.17,125.0,1,1.18,2,209921.64,101595.97,59761.9,False,False,3,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-04,110.78,46.51,85.17,125.0,2,0.89,1,205632.26,95591.41,55337.61,False,False,4,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-05,110.79,47.5,85.17,124.99,1,0.11,0,229726.66,103412.3,65778.44,False,False,5,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-06,110.8,48.49,85.18,124.99,2,1.23,3,240205.94,101447.76,64620.45,False,False,6,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-07,110.8,49.5,85.18,124.98,2,0.57,2,232759.04,106214.17,57620.84,False,False,7,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-08,110.81,50.5,85.18,124.98,2,0.37,3,171566.48,98966.1,39235.6,False,False,8,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-09,110.81,51.51,85.18,124.97,2,1.26,2,164024.99,88391.75,49074.91,False,False,9,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-10,110.8,52.5,85.19,124.96,2,-0.58,0,192572.67,85991.08,59112.91,False,False,10,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-11,110.8,53.49,85.19,124.94,2,1.1,3,203114.25,84498.39,51345.48,False,False,11,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-12,110.79,54.45,85.19,124.93,1,-0.27,0,196295.68,95852.43,57633.79,False,False,12,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-13,110.77,55.4,85.19,124.91,2,0.46,3,235860.38,107156.2,63363.65,False,False,13,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-14,110.76,56.32,85.19,124.9,2,-0.43,1,240455.14,117329.26,53852.81,False,False,14,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-15,110.74,57.21,85.2,124.88,0,1.79,1,148875.29,71441.25,50504.92,False,False,15,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-16,110.72,58.06,85.2,124.86,2,0.16,1,155584.42,82626.72,57169.38,False,False,16,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-17,110.69,58.87,85.2,124.84,2,0.77,2,179641.32,92681.28,51554.2,False,False,17,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-18,89.82,59.64,85.2,124.82,1,0.61,2,196582.03,77976.25,48567.21,False,False,18,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-19,110.64,60.37,85.2,124.79,2,-0.07,0,177713.88,86118.14,53535.01,False,False,19,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-20,110.6,61.04,85.21,124.77,2,0.71,0,237355.74,97280.58,46407.29,False,False,20,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-21,110.57,61.66,85.21,124.74,2,0.3,1,214682.29,94667.83,60817.8,False,False,21,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-22,110.53,62.22,85.21,124.71,2,0.43,3,169723.56,86609.24,51117.29,False,False,22,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-23,110.49,62.73,85.21,124.68,0,-0.25,3,134339.65,77798.27,53264.78,False,False,23,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-24,110.44,63.17,85.22,124.65,0,-0.34,0,147085.48,80396.21,48030.83,False,False,24,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-25,110.4,63.54,85.22,124.62,1,0.73,1,192353.81,97715.49,55940.44,False,False,25,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-26,110.35,63.85,72.43,124.59,0,-0.05,1,137652.51,102956.76,46128.74,False,False,26,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-27,110.29,64.1,85.22,124.55,0,0.3,0,216543.31,114431.84,54293.59,False,False,27,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-28,110.24,64.27,85.22,124.52,2,-0.04,1,199526.81,48898.33,49100.08,False,False,28,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-29,110.18,64.38,72.43,124.48,0,-0.04,1,207782.15,49988.59,44710.69,False,False,29,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-04-30,110.12,64.41,85.23,124.44,2,-0.08,1,200678.36,48166.16,45805.19,False,False,30,4,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-01,110.05,64.38,85.23,124.4,0,0.65,2,163601.01,50848.54,49646.17,False,False,1,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-02,109.99,64.27,85.23,124.36,0,0.21,3,164559.42,80278.78,45117.4,False,False,2,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-03,109.92,64.1,85.24,124.32,2,0.62,1,199728.32,92093.25,52667.84,False,False,3,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-04,109.85,63.85,85.24,124.27,2,0.87,0,238135.29,103133.27,56163.82,False,False,4,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-05,109.77,63.54,85.24,124.23,2,0.89,3,167788.71,94419.37,55434.07,False,False,5,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-06,109.7,63.17,85.24,124.18,2,-0.09,2,134771.94,75102.7,47869.24,False,False,6,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-07,109.62,62.73,85.24,124.13,0,1.03,1,142744.75,73297.21,44466.25,False,False,7,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-08,109.53,62.22,85.25,124.08,0,0.57,0,174662.28,84893.47,51365.17,False,False,8,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-09,109.45,61.66,85.25,124.03,2,0.01,3,182644.56,92509.76,49528.96,False,False,9,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-10,109.36,61.04,85.25,123.98,2,0.64,1,199670.03,98074.38,50027.62,False,False,10,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-11,109.27,60.37,85.25,123.93,2,-0.07,0,178078.02,96013.09,56703.5,False,False,11,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-12,109.18,59.64,85.26,123.87,2,0.04,3,153423.06,102526.6,52942.48,False,False,12,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-13,109.09,58.87,85.26,123.82,2,0.5,3,177229.09,89929.45,45504.67,False,False,13,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-14,108.99,58.06,85.26,123.76,2,1.31,3,147267.27,90148.94,55920.79,False,False,14,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-15,108.89,57.21,85.26,123.71,0,0.69,2,131225.2,82108.0,43170.63,False,False,15,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-16,108.79,56.32,85.26,123.65,2,-0.56,0,175978.2,85049.28,48541.57,False,False,16,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-17,108.69,55.4,85.27,123.59,2,0.55,0,194191.32,91813.67,49660.17,False,False,17,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-18,108.58,54.45,85.27,123.53,1,-0.21,1,208487.81,33985.020000000004,58548.63,False,False,18,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-19,108.47,53.49,85.27,123.47,2,0.46,1,190215.41,97558.55,54985.99,False,False,19,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-20,108.36,52.5,85.27,123.4,0,-0.35,3,151394.24,83201.58,45865.67,False,False,20,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-21,108.25,51.51,85.28,123.34,0,1.34,3,70835.83,81040.91,36394.22,False,False,21,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-22,108.14,50.5,85.28,123.28,2,0.42,2,149901.47,84476.36,54991.37,False,False,22,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-23,108.02,49.5,85.28,123.21,2,0.04,1,160831.37,88681.17,52951.99,False,False,23,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-24,107.9,48.49,85.28,97.49,2,-0.13,2,189013.13,82488.02,45120.36,False,False,24,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-25,107.78,47.5,85.28,123.08,2,1.13,2,208149.16,107631.64,44404.27,False,False,25,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-26,107.66,46.51,85.29,123.01,2,0.19,3,202324.21,98476.92,51165.16,False,False,26,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-27,107.54,45.55,85.29,122.94,1,-0.09,0,154523.44,83603.54,48131.97,False,False,27,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-28,107.41,44.6,85.29,122.87,2,0.25,3,156888.8,77342.34,58046.77,False,False,28,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-29,107.28,43.68,85.29,122.8,2,-0.37,1,135053.11,85916.35,52281.54,False,False,29,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-30,107.15,42.79,85.29,122.73,2,-0.18,0,175550.4,82502.39,40579.31,False,False,30,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-05-31,107.02,41.94,85.3,122.65,0,1.18,1,193928.66,90605.11,45408.37,False,False,31,5,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-06-01,106.89,41.13,85.3,122.58,1,0.34,3,178816.33,100276.26,59220.26,False,False,1,6,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-06-02,106.76,40.36,85.3,122.51,1,1.0,1,194765.82,119424.67,60251.31,False,False,2,6,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-06-03,106.62,39.63,85.3,122.43,1,0.83,1,175839.44,97740.25,42461.08,False,False,3,6,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-06-04,106.48,38.96,85.31,122.36,2,0.15,1,178058.06,72343.68,45032.15,False,False,4,6,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-06-05,106.34,38.34,85.31,122.28,1,1.0,3,171903.79,90572.1,47790.84,False,False,5,6,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-06-06,106.2,37.78,85.31,122.2,1,0.6,3,167156.46,83910.41,45701.55,False,False,6,6,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-06-07,106.06,37.27,85.31,122.13,1,0.04,1,149108.59,33985.020000000004,54371.05,False,False,7,6,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-06-08,105.92,36.83,85.31,122.05,1,2.31,3,209434.72,62404.5,63353.17,False,False,8,6,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-06-09,105.77,36.46,85.32,121.97,1,0.32,0,70835.83,49656.81,62833.35,False,False,9,6,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-06-10,105.62,36.15,85.32,121.89,1,-0.14,1,171929.08,86767.76,50775.28,False,False,10,6,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-06-11,105.48,35.9,72.43,121.81,1,0.19,1,163749.82,86652.76,44806.61,False,False,11,6,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-06-12,105.33,35.73,85.32,121.73,1,0.96,1,182173.52,79362.66,54075.64,False,False,12,6,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-06-13,105.18,35.62,85.33,121.65,1,0.8,1,175636.91,80345.31,51834.8,False,False,13,6,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-06-14,105.03,35.59,85.33,121.57,1,0.06,0,166862.18,79722.46,52522.98,False,False,14,6,2019,False,False,False,False,False,True,False,False,False,False,False,True
2019-06-15,89.82,35.62,85.33,121.48,2,0.34,1,209841.8,88023.46,51741.94,False,False,15,6,2019,False,False,False,False,False,True,False,False,False,False,False,True
